abstract_id,model,num_sentences,num_sections,sections_present,hypothesis_length,fa_baseline_lp,fa_top_section,sh_top_section,top_section_agree,fa_time_s,sh_time_s,sh_forward_passes,fa_background,sh_background,words_background,fa_method,sh_method,words_method,fa_objective,sh_objective,words_objective,fa_other,sh_other,words_other,fa_result,sh_result,words_result
validation_247,phi3,8,4,"background,method,objective,result",60,-30.9375,method,method,True,0.113,0.339,16,0.515625,13.03890625,68,59.0,72.39421875,58,0.484375,8.52171875,20,,,0,1.09375,6.48265625,13
validation_248,phi3,6,4,"background,method,objective,result",59,-28.875,method,method,True,0.112,0.336,16,0.203125,6.05578125,12,43.8125,56.88,18,20.40625,35.4340625,35,,,0,8.5625,27.00515625,60
validation_249,phi3,4,3,"method,objective,result",60,-30.8125,method,method,True,0.086,0.165,8,,,0,32.46875,44.9771875,64,30.09375,40.3140625,23,,,0,30.625,37.14625,19
validation_250,phi3,7,3,"background,method,result",52,-31.671875,method,method,True,0.088,0.168,8,34.265625,47.02296875,59,85.265625,91.16109375,37,,,0,,,0,1.921875,12.3940625,43
validation_251,phi3,5,3,"background,objective,result",63,-38.8125,background,background,True,0.086,0.167,8,85.8125,91.9403125,107,,,0,10.625,12.0471875,20,,,0,1.84375,6.7,11
validation_252,phi3,8,3,"background,method,other",60,-39.4375,method,method,True,0.087,0.164,8,32.0625,34.8965625,79,64.4375,68.7390625,36,,,0,0.15625,0.676875,7,,,0
validation_253,phi3,10,4,"background,method,objective,result",57,-39.53125,background,background,True,0.12,0.355,16,42.84375,45.029375,99,20.875,26.46375,34,37.21875,34.7984375,12,,,0,0.4375,8.8021875,36
validation_254,phi3,10,4,"background,method,objective,result",64,-40.5,background,background,True,0.138,0.38,16,56.5,59.7615625,47,1.5625,13.8909375,117,50.125,59.465625,37,,,0,0.28125,11.131875,74
validation_255,phi3,10,5,"background,method,objective,other,result",49,-34.375,objective,objective,True,0.186,0.821,32,18.59375,20.8284375,60,0.3125,3.1753125,35,52.8125,50.9821875,29,1.0625,3.0984375,43,46.25,44.915625,59
validation_256,phi3,5,4,"background,method,objective,result",64,-35.75,method,method,True,0.107,0.33,16,24.71875,27.1196875,28,45.875,43.2703125,52,21.5625,26.225625,13,,,0,20.0,20.259375,19
validation_257,phi3,5,3,"background,method,result",61,-26.296875,method,method,True,0.085,0.163,8,14.796875,20.706875,13,32.046875,41.11625,48,,,0,,,0,1.34375,3.5675,33
validation_258,phi3,6,3,"background,method,result",56,-32.6875,result,method,False,0.089,0.168,8,17.78125,25.176875,16,17.0,41.0721875,76,,,0,,,0,17.84375,26.6259375,43
validation_259,phi3,6,3,"background,method,result",58,-29.46875,background,background,True,0.088,0.167,8,56.03125,64.65484375,26,36.96875,49.91359375,96,,,0,,,0,-0.859375,0.9628125,18
validation_260,phi3,4,2,"background,objective",65,-39.84375,objective,objective,True,0.064,0.082,4,4.96875,16.0925,57,,,0,50.90625,65.06375,61,,,0,,,0
validation_261,phi3,7,4,"background,method,objective,result",63,-26.9375,objective,objective,True,0.132,0.368,16,17.25,19.7734375,14,2.234375,4.90890625,67,93.8125,98.88890625,44,,,0,-1.15625,2.36625,53
validation_262,phi3,5,3,"background,method,result",60,-36.96875,background,background,True,0.086,0.163,8,72.78125,85.0925,85,33.90625,33.9325,16,,,0,,,0,14.0625,22.25625,15
validation_263,phi3,4,2,"method,objective",61,-28.96875,objective,objective,True,0.062,0.08,4,,,0,11.71875,17.96625,54,41.09375,46.0025,18,,,0,,,0
validation_264,phi3,10,3,"method,other,result",56,-33.03125,method,method,True,0.099,0.182,8,,,0,60.65625,68.56875,71,,,0,-0.34375,10.6915625,41,11.15625,10.8959375,49
validation_265,phi3,8,4,"background,method,objective,result",46,-27.15625,method,method,True,0.115,0.344,16,33.96875,46.10046875,34,121.59375,119.84671875,69,14.65625,21.89875,24,,,0,4.671875,12.8728125,21
validation_266,phi3,10,4,"background,method,objective,other",68,-30.375,method,method,True,0.159,0.426,16,19.4375,29.540625,31,21.65625,44.65,251,17.8125,31.593125,49,0.0,1.71625,4,,,0
validation_267,phi3,8,4,"background,method,objective,other",70,-49.25,background,background,True,0.115,0.344,16,48.3125,49.0065625,54,1.75,4.19375,35,-0.0625,2.4934375,43,1.125,2.49375,32,,,0
validation_268,phi3,5,3,"background,objective,result",66,-35.4375,background,background,True,0.087,0.168,8,101.5625,99.973125,66,,,0,4.875,-3.559375,37,,,0,2.1875,8.52375,22
validation_269,phi3,8,2,"background,method",55,-36.375,method,method,True,0.073,0.092,4,21.5625,41.4725,123,81.0625,106.4025,69,,,0,,,0,,,0
validation_270,phi3,8,4,"background,method,objective,result",62,-43.375,background,background,True,0.116,0.349,16,56.0625,72.7915625,94,0.5,3.15875,21,2.1875,28.1346875,31,,,0,11.09375,9.165,23
validation_271,phi3,5,2,"method,other",51,-33.5625,method,method,True,0.061,0.079,4,,,0,70.625,72.53625,60,,,0,-0.15625,2.27625,6,,,0
validation_272,phi3,4,2,"background,method",66,-39.4375,background,background,True,0.065,0.094,4,108.0625,108.92875,36,3.78125,4.88375,93,,,0,,,0,,,0
validation_273,phi3,5,3,"background,method,result",45,-20.59375,background,background,True,0.087,0.166,8,75.21875,74.2478125,36,16.15625,20.3053125,19,,,0,,,0,71.96875,70.353125,41
validation_274,phi3,8,3,"background,method,result",51,-26.59375,method,method,True,0.089,0.17,8,2.125,13.74234375,75,52.71875,74.97671875,50,,,0,,,0,0.265625,8.4371875,24
validation_275,phi3,10,4,"background,method,objective,result",53,-28.453125,result,result,True,0.141,0.392,16,0.5625,3.0921875,14,-1.484375,13.94703125,126,0.109375,7.56328125,92,,,0,54.421875,73.569375,31
validation_276,phi3,8,3,"background,method,result",55,-35.71875,background,background,True,0.088,0.166,8,74.96875,79.9365625,89,0.75,1.96,27,,,0,,,0,-0.03125,4.2596875,12
validation_277,phi3,9,4,"background,method,other,result",49,-24.15625,background,background,True,0.13,0.37,16,57.65625,65.16734375,110,-0.046875,2.17890625,18,,,0,0.234375,9.85734375,26,52.71875,58.51515625,66
validation_278,phi3,5,4,"background,method,objective,result",59,-37.65625,result,result,True,0.112,0.336,16,16.875,15.9028125,26,14.375,18.3459375,16,-0.6875,8.5446875,31,,,0,59.28125,56.6753125,64
validation_279,phi3,10,4,"background,method,objective,result",48,-49.15625,background,background,True,0.121,0.355,16,38.53125,55.755,103,-0.53125,4.2003125,66,18.53125,39.2359375,16,,,0,0.71875,-0.9725,18
validation_280,phi3,7,4,"background,method,other,result",53,-24.875,result,result,True,0.108,0.329,16,0.46875,9.56390625,41,10.0,19.7796875,20,,,0,-0.484375,1.1465625,6,31.0,35.19734375,39
validation_281,phi3,8,3,"background,method,result",67,-43.625,method,method,True,0.102,0.185,8,29.5625,30.99125,51,85.375,90.0465625,73,,,0,,,0,8.59375,22.2121875,126
validation_282,phi3,6,4,"background,method,objective,result",63,-27.75,result,result,True,0.108,0.326,16,2.015625,7.63265625,12,35.46875,46.10015625,35,0.265625,4.87828125,18,,,0,41.125,50.63890625,39
validation_283,phi3,8,4,"background,method,objective,result",59,-35.75,result,result,True,0.116,0.345,16,15.875,18.106875,86,-0.71875,3.1140625,25,24.90625,29.50125,27,,,0,37.1875,36.9653125,26
validation_284,phi3,3,3,"method,objective,result",59,-27.046875,objective,objective,True,0.084,0.162,8,,,0,69.765625,65.95953125,23,75.890625,72.52953125,32,,,0,-0.484375,3.3390625,27
validation_285,phi3,8,3,"background,method,objective",57,-37.78125,method,method,True,0.088,0.167,8,11.0,23.62125,71,39.28125,45.5153125,44,5.28125,17.8946875,10,,,0,,,0
validation_286,phi3,9,4,"background,method,objective,result",51,-36.5625,method,method,True,0.134,0.373,16,2.71875,9.4028125,69,47.5625,57.5559375,74,30.0625,47.81375,34,,,0,32.6875,37.79,42
validation_287,phi3,3,3,"method,objective,result",49,-20.9375,result,result,True,0.083,0.163,8,,,0,15.40625,19.1046875,17,7.671875,15.79734375,17,,,0,63.0625,62.22296875,28
validation_288,phi3,7,3,"background,method,result",65,-31.578125,background,background,True,0.087,0.164,8,96.671875,106.7715625,115,1.953125,12.1628125,12,,,0,,,0,-0.625,3.1125,3
validation_289,phi3,5,3,"background,method,result",49,-36.84375,method,method,True,0.09,0.17,8,13.53125,12.3146875,33,46.21875,43.699375,53,,,0,,,0,7.6875,8.0171875,48
validation_290,phi3,9,4,"background,method,objective,result",55,-27.0625,method,method,True,0.117,0.346,16,-0.0625,11.33734375,75,77.8125,77.7221875,25,41.0,51.39640625,33,,,0,-1.1875,9.3565625,42
validation_291,phi3,6,3,"background,objective,result",57,-27.5,result,result,True,0.087,0.165,8,-1.578125,9.23109375,42,,,0,7.03125,20.2746875,14,,,0,70.0625,79.24421875,58
validation_292,phi3,9,4,"background,method,objective,result",62,-33.0625,objective,objective,True,0.141,0.39,16,-0.1875,9.1271875,56,-1.90625,3.40609375,63,63.5625,78.04859375,45,,,0,0.3125,11.605625,77
validation_293,phi3,9,3,"background,method,result",63,-34.28125,background,background,True,0.094,0.179,8,64.65625,76.3178125,45,46.90625,62.7684375,128,,,0,,,0,-0.09375,-0.3675,21
validation_294,phi3,7,3,"background,objective,result",54,-34.5,objective,objective,True,0.089,0.169,8,31.1875,37.965,72,,,0,47.4375,49.150625,30,,,0,8.375,13.884375,31
test_0,phi3,6,3,"background,method,result",57,-35.21875,method,method,True,0.089,0.171,8,1.46875,16.7640625,62,50.34375,60.8709375,68,,,0,,,0,1.96875,3.58375,20
test_1,phi3,5,2,"background,objective",57,-38.65625,background,objective,False,0.064,0.083,4,19.84375,32.87875,79,,,0,19.6875,36.2775,38,,,0,,,0
test_2,phi3,8,4,"background,method,objective,result",54,-31.265625,method,method,True,0.116,0.344,16,14.515625,24.11609375,48,60.234375,68.3690625,90,48.484375,49.69296875,15,,,0,25.390625,17.80625,15
test_3,phi3,5,2,"background,method",58,-33.6875,background,background,True,0.064,0.082,4,59.6875,67.40125,52,3.90625,13.72375,64,,,0,,,0,,,0
test_4,phi3,3,2,"background,method",49,-36.84375,method,method,True,0.061,0.08,4,4.0,17.7225,20,39.65625,57.12125,45,,,0,,,0,,,0
test_5,phi3,4,2,"background,method",59,-44.40625,background,background,True,0.061,0.079,4,31.34375,36.665,69,1.90625,8.67875,13,,,0,,,0,,,0
test_6,phi3,3,2,"background,result",59,-30.65625,background,background,True,0.06,0.078,4,92.96875,100.304375,42,,,0,,,0,,,0,-0.171875,9.164375,13
test_7,phi3,5,3,"background,method,result",51,-31.453125,background,background,True,0.085,0.162,8,102.046875,100.78140625,63,-0.9375,-2.069375,10,,,0,,,0,46.109375,45.08484375,29
test_8,phi3,6,3,"method,objective,result",56,-26.484375,method,objective,False,0.092,0.174,8,,,0,30.671875,29.01,103,29.984375,32.8425,16,,,0,2.09375,3.288125,35
test_9,phi3,8,3,"background,method,result",49,-41.59375,background,background,True,0.087,0.167,8,61.40625,55.5903125,68,42.59375,35.8490625,44,,,0,,,0,18.40625,8.466875,23
test_10,phi3,8,5,"background,method,objective,other,result",60,-42.375,objective,objective,True,0.165,0.754,32,22.3125,40.6446875,37,0.75,15.4640625,68,39.625,58.9309375,84,-0.21875,0.9115625,9,1.0,7.04875,52
test_11,phi3,5,3,"background,method,result",47,-21.28125,method,method,True,0.09,0.17,8,1.78125,5.90015625,81,122.84375,127.74875,63,,,0,,,0,-0.28125,0.06984375,15
test_12,phi3,4,2,"background,method",53,-31.9375,method,method,True,0.062,0.08,4,-1.765625,12.23875,25,72.125,89.94875,54,,,0,,,0,,,0
test_13,phi3,4,3,"background,method,result",63,-35.625,method,method,True,0.085,0.164,8,39.75,39.229375,26,52.75,47.854375,53,,,0,,,0,34.625,35.29125,29
test_14,phi3,7,4,"background,method,objective,other",59,-35.21875,background,background,True,0.119,0.351,16,48.15625,49.743125,48,-1.40625,7.1065625,92,37.15625,42.7396875,51,-1.21875,0.316875,7,,,0
test_15,phi3,4,4,"background,method,objective,result",71,-30.8125,method,method,True,0.11,0.335,16,-0.78125,6.7975,20,32.03125,35.6953125,50,15.0625,22.50609375,29,,,0,0.046875,5.31359375,27
test_16,phi3,7,3,"background,objective,result",59,-38.4375,result,result,True,0.094,0.177,8,2.375,12.150625,72,,,0,37.375,40.89375,41,,,0,70.8125,72.018125,68
test_17,phi3,5,2,"method,result",50,-30.796875,result,result,True,0.066,0.084,4,,,0,15.609375,34.6325,34,,,0,,,0,28.484375,52.695625,91
test_18,phi3,8,4,"background,method,objective,result",49,-26.515625,background,background,True,0.12,0.353,16,86.984375,96.5859375,54,0.015625,2.139375,58,0.140625,12.6565625,23,,,0,-0.078125,10.9775,49
test_19,phi3,10,5,"background,method,objective,other,result",59,-35.21875,objective,background,False,0.166,0.755,32,17.46875,25.4184375,83,-3.125,-0.9746875,70,23.25,24.7796875,53,0.875,1.96625,8,8.09375,19.8415625,27
test_20,phi3,5,3,"method,objective,result",48,-33.6875,method,method,True,0.085,0.164,8,,,0,47.9375,51.1996875,39,34.25,41.3421875,19,,,0,14.03125,23.270625,33
test_22,phi3,8,4,"background,method,objective,result",65,-41.1875,background,background,True,0.116,0.342,16,65.9375,64.6209375,49,53.625,56.5621875,96,2.53125,2.1109375,12,,,0,0.59375,0.3934375,26
test_23,phi3,7,3,"background,method,result",59,-36.8125,method,method,True,0.088,0.179,8,0.71875,9.8384375,55,71.75,84.4378125,55,,,0,,,0,5.53125,8.16125,21
test_24,phi3,9,3,"background,method,objective",55,-27.9375,objective,objective,True,0.089,0.17,8,5.5625,12.9875,103,15.46875,14.5128125,28,56.1875,67.3746875,23,,,0,,,0
test_26,phi3,6,3,"background,method,result",56,-29.203125,result,result,True,0.091,0.172,8,5.921875,17.52859375,30,7.140625,26.54015625,68,,,0,,,0,59.984375,69.228125,44
test_27,phi3,5,3,"background,method,result",62,-30.890625,method,method,True,0.085,0.174,8,40.734375,49.56890625,30,58.296875,66.97515625,45,,,0,,,0,1.390625,10.1903125,22
test_28,phi3,6,3,"background,method,result",52,-28.375,method,method,True,0.089,0.171,8,-1.3125,11.238125,26,61.125,70.25375,94,,,0,,,0,30.0,37.883125,36
test_29,phi3,4,2,"background,objective",54,-29.859375,background,background,True,0.063,0.081,4,26.546875,35.16125,66,,,0,11.765625,22.729375,24,,,0,,,0
test_30,phi3,6,4,"background,method,objective,result",59,-26.1875,background,background,True,0.107,0.325,16,68.6875,76.9403125,39,0.1875,2.51328125,39,0.421875,5.61546875,15,,,0,-0.609375,10.3059375,13
test_31,phi3,7,4,"background,method,objective,result",55,-37.09375,method,method,True,0.112,0.345,16,30.15625,33.68,13,44.65625,54.049375,63,0.375,6.684375,11,,,0,5.25,25.7425,34
test_32,phi3,5,4,"background,method,objective,result",50,-27.75,objective,objective,True,0.113,0.345,16,-0.109375,4.09375,41,1.375,15.15515625,38,97.1875,114.51265625,49,,,0,-0.671875,8.2384375,16
test_33,phi3,5,3,"background,method,result",57,-36.21875,method,method,True,0.084,0.161,8,37.53125,38.5953125,32,58.71875,68.1678125,42,,,0,,,0,0.65625,5.643125,19
test_34,phi3,7,4,"background,method,other,result",53,-31.015625,method,method,True,0.109,0.334,16,3.546875,11.15953125,27,46.921875,52.94078125,57,,,0,-0.765625,0.95875,7,20.484375,19.6753125,20
test_35,phi3,3,2,"background,result",69,-31.71875,result,result,True,0.06,0.078,4,34.40625,36.675,62,,,0,,,0,,,0,47.78125,50.66875,18
test_36,phi3,7,4,"background,method,objective,other",54,-35.3125,background,background,True,0.125,0.365,16,31.375,48.9621875,81,1.125,5.97875,6,3.25,21.3765625,51,0.15625,5.12,29,,,0
test_37,phi3,5,3,"background,method,objective",69,-33.34375,method,objective,False,0.087,0.167,8,19.40625,23.7396875,83,32.34375,34.7103125,38,25.625,37.20625,24,,,0,,,0
test_38,phi3,4,2,"background,method",59,-40.3125,background,background,True,0.063,0.082,4,128.4375,131.39375,104,0.03125,3.79375,10,,,0,,,0,,,0
test_40,phi3,8,2,"background,objective",64,-28.78125,background,background,True,0.064,0.083,4,68.96875,76.1325,114,,,0,1.21875,10.33625,19,,,0,,,0
test_41,phi3,6,4,"background,method,objective,result",62,-23.296875,result,result,True,0.107,0.328,16,0.375,2.59,15,0.328125,3.79171875,22,7.984375,18.82453125,26,,,0,62.828125,74.559375,49
test_42,phi3,6,3,"background,method,result",46,-31.140625,background,background,True,0.089,0.171,8,43.359375,48.99578125,105,0.375,9.941875,19,,,0,,,0,-0.265625,4.98421875,15
test_43,phi3,5,3,"background,method,objective",58,-33.84375,objective,objective,True,0.088,0.169,8,17.09375,23.77875,39,25.125,20.404375,18,43.71875,43.410625,61,,,0,,,0
test_44,phi3,10,3,"background,method,objective",59,-46.15625,method,method,True,0.101,0.183,8,22.46875,38.0584375,54,110.59375,117.706875,143,19.71875,25.4534375,17,,,0,,,0
test_45,phi3,3,3,"method,objective,other",53,-43.875,objective,objective,True,0.082,0.159,8,,,0,4.0,17.434375,22,51.75,62.9165625,34,-0.46875,1.3990625,7,,,0
test_46,phi3,5,3,"background,method,result",56,-27.453125,method,method,True,0.087,0.166,8,3.734375,14.9703125,42,122.046875,130.614375,46,,,0,,,0,-0.53125,1.7121875,19
test_47,phi3,8,4,"background,method,objective,result",71,-39.03125,method,method,True,0.116,0.345,16,4.96875,22.2940625,61,33.59375,49.7053125,82,19.0625,28.68375,22,,,0,1.15625,7.285625,12
test_48,phi3,9,4,"background,method,objective,result",66,-37.5,method,method,True,0.118,0.348,16,3.875,15.2946875,57,117.5,123.9153125,104,23.1875,34.759375,25,,,0,0.78125,6.905625,21
test_49,phi3,4,2,"background,method",61,-32.3125,background,background,True,0.065,0.083,4,35.75,48.4,56,4.9375,21.0375,73,,,0,,,0,,,0
test_50,phi3,9,4,"background,method,objective,result",64,-33.65625,method,method,True,0.12,0.351,16,-1.0,3.4159375,48,101.21875,110.1503125,80,1.03125,17.8109375,14,,,0,-0.625,3.5915625,56
test_51,phi3,9,4,"background,method,other,result",38,-25.59375,method,method,True,0.111,0.328,16,6.9375,19.31046875,68,17.90625,32.7234375,32,,,0,-1.03125,0.589375,6,1.390625,7.84546875,35
test_52,phi3,3,3,"method,objective,result",56,-27.125,objective,objective,True,0.082,0.156,8,,,0,44.875,42.83578125,18,80.0,82.01078125,26,,,0,-0.015625,1.6534375,15
test_53,phi3,6,3,"background,method,result",65,-38.25,background,background,True,0.086,0.165,8,31.25,45.740625,67,30.625,41.95625,29,,,0,,,0,0.4375,13.178125,21
test_54,phi3,3,3,"background,objective,result",49,-28.828125,objective,objective,True,0.081,0.155,8,0.375,5.9159375,11,,,0,57.234375,67.93328125,17,,,0,24.515625,30.32265625,11
test_56,phi3,4,2,"background,other",50,-37.65625,background,background,True,0.061,0.079,4,28.09375,34.24,11,,,0,,,0,-1.09375,6.72875,12,,,0
test_57,phi3,7,3,"objective,other,result",52,-27.921875,result,result,True,0.09,0.168,8,,,0,,,0,1.109375,13.0834375,20,-0.109375,1.56859375,6,67.265625,84.05109375,122
test_58,phi3,9,4,"background,method,objective,result",51,-23.5,objective,objective,True,0.116,0.344,16,2.03125,10.57953125,62,5.96875,12.27890625,32,39.625,40.80625,26,,,0,-0.296875,7.9603125,31
test_59,phi3,5,3,"background,method,objective",65,-39.21875,method,method,True,0.084,0.163,8,0.125,10.683125,26,55.71875,63.8009375,41,29.46875,31.5471875,21,,,0,,,0
test_60,phi3,7,3,"background,method,result",55,-31.09375,method,method,True,0.087,0.166,8,24.75,25.66109375,30,87.78125,84.44078125,55,,,0,,,0,-3.140625,-2.570625,40
test_61,phi3,7,3,"background,method,result",70,-29.953125,background,background,True,0.086,0.166,8,59.296875,60.64515625,58,47.234375,48.62703125,36,,,0,,,0,0.140625,1.0246875,17
test_62,phi3,7,2,"method,result",52,-28.140625,method,method,True,0.066,0.084,4,,,0,103.734375,126.29125,63,,,0,,,0,1.859375,30.568125,68
test_63,phi3,6,3,"method,objective,result",57,-33.5,method,method,True,0.091,0.173,8,,,0,101.25,108.2228125,66,34.875,39.8321875,64,,,0,1.71875,4.07,20
test_64,phi3,6,4,"background,method,objective,result",69,-30.875,result,result,True,0.114,0.338,16,1.75,8.75953125,29,1.046875,10.063125,24,0.921875,2.71375,10,,,0,82.8125,94.96359375,89
test_65,phi3,7,4,"background,method,objective,result",65,-32.3125,objective,objective,True,0.111,0.339,16,1.53125,10.46609375,48,-1.734375,2.049375,38,110.3125,120.03140625,41,,,0,0.09375,1.640625,26
test_66,phi3,5,3,"background,method,result",54,-38.65625,method,method,True,0.086,0.164,8,31.53125,32.209375,65,48.71875,57.428125,37,,,0,,,0,2.25,6.20625,16
test_67,phi3,5,3,"background,method,result",58,-30.578125,background,method,False,0.084,0.161,8,30.234375,50.2040625,34,22.578125,60.109375,44,,,0,,,0,0.0625,11.3584375,15
test_68,phi3,7,4,"background,method,objective,result",53,-27.546875,objective,background,False,0.113,0.343,16,28.015625,37.20765625,66,17.171875,32.7853125,37,30.765625,34.21359375,19,,,0,-0.234375,9.2465625,19
test_69,phi3,4,3,"method,objective,result",60,-29.015625,objective,objective,True,0.086,0.164,8,,,0,0.46875,9.3678125,28,119.234375,131.95375,44,,,0,-0.375,10.9128125,33
test_71,phi3,6,5,"background,method,objective,other,result",53,-32.375,method,method,True,0.143,0.701,32,2.40625,6.495,37,46.4375,41.8053125,45,45.25,40.1459375,36,-0.0625,5.1440625,10,1.21875,5.1596875,18
test_72,phi3,6,4,"background,method,objective,result",45,-36.21875,method,method,True,0.12,0.357,16,4.96875,9.328125,46,82.03125,86.449375,90,1.9375,8.1025,27,,,0,0.8125,6.90125,21
test_73,phi3,7,3,"background,method,result",55,-32.9375,background,background,True,0.099,0.183,8,36.6875,41.9990625,34,31.5625,39.9334375,88,,,0,,,0,0.78125,5.3175,42
test_74,phi3,8,3,"background,method,objective",43,-27.859375,method,method,True,0.105,0.189,8,-0.53125,7.8340625,138,94.953125,95.53640625,61,28.015625,32.02015625,13,,,0,,,0
test_75,phi3,6,3,"background,method,result",55,-28.984375,method,method,True,0.088,0.169,8,15.171875,24.12359375,51,124.015625,135.42890625,65,,,0,,,0,0.328125,1.838125,19
test_76,phi3,7,2,"background,method",54,-23.296875,background,background,True,0.068,0.087,4,141.703125,151.84375,135,-1.796875,11.109375,38,,,0,,,0,,,0
test_77,phi3,4,3,"background,method,objective",49,-37.46875,method,method,True,0.085,0.164,8,22.875,32.120625,46,33.28125,39.4015625,21,-0.78125,12.8215625,19,,,0,,,0
test_78,phi3,7,3,"background,method,result",55,-29.484375,result,method,False,0.09,0.171,8,1.203125,4.08359375,98,2.890625,25.26359375,47,,,0,,,0,22.421875,24.6684375,20
test_79,phi3,4,3,"method,objective,result",53,-29.328125,objective,objective,True,0.085,0.163,8,,,0,0.546875,13.76015625,16,57.421875,63.85015625,49,,,0,24.828125,28.1865625,43
test_80,phi3,7,4,"background,method,objective,result",62,-42.125,objective,objective,True,0.111,0.336,16,-2.65625,-3.24875,51,47.3125,51.01125,16,50.375,53.01625,38,,,0,0.71875,2.97125,42
test_81,phi3,4,3,"background,method,result",67,-24.515625,result,result,True,0.085,0.164,8,0.46875,7.0884375,43,27.328125,36.62265625,31,,,0,,,0,122.109375,126.77328125,45
test_82,phi3,9,4,"background,method,objective,result",56,-36.40625,background,background,True,0.127,0.364,16,65.09375,66.24625,69,12.125,18.945625,112,22.71875,28.700625,22,,,0,1.21875,5.82625,25
test_83,phi3,5,3,"background,method,result",61,-37.78125,method,method,True,0.092,0.174,8,3.03125,9.974375,78,25.5625,42.9153125,43,,,0,,,0,14.8125,25.1415625,44
test_84,phi3,6,3,"background,method,result",57,-45.0,method,method,True,0.087,0.166,8,36.0625,31.9959375,22,110.375,100.1709375,100,,,0,,,0,11.28125,9.458125,9
test_85,phi3,5,4,"background,method,objective,result",55,-33.53125,result,result,True,0.114,0.34,16,1.375,7.1471875,31,23.5625,24.7878125,58,28.5625,26.5384375,21,,,0,36.78125,29.1828125,32
test_87,phi3,6,4,"background,method,objective,result",63,-42.84375,method,method,True,0.109,0.336,16,-0.0625,6.335,32,36.28125,55.4490625,52,6.15625,31.28,28,,,0,-0.90625,-0.1578125,22
test_88,phi3,7,4,"background,method,objective,result",52,-38.4375,objective,objective,True,0.128,0.367,16,10.84375,11.7525,19,0.375,1.676875,65,38.0625,34.55625,67,,,0,23.5625,27.014375,48
test_89,phi3,8,4,"background,method,objective,result",59,-37.96875,method,result,False,0.122,0.355,16,-1.125,2.8928125,22,49.46875,50.02375,64,10.09375,47.7478125,29,,,0,21.375,59.241875,79
test_90,phi3,6,3,"background,method,objective",51,-38.03125,method,method,True,0.091,0.172,8,9.625,23.69375,87,72.96875,72.0478125,54,27.34375,31.1021875,13,,,0,,,0
test_91,phi3,3,2,"background,objective",57,-33.8125,background,background,True,0.065,0.083,4,62.375,79.1225,62,,,0,27.5,48.815,55,,,0,,,0
test_92,phi3,5,3,"background,method,result",61,-27.875,method,method,True,0.088,0.168,8,4.125,14.11984375,52,165.75,176.43703125,54,,,0,,,0,1.546875,11.193125,35
test_93,phi3,8,3,"background,method,result",64,-26.765625,method,method,True,0.088,0.168,8,0.453125,8.53453125,41,32.328125,40.02828125,74,,,0,,,0,18.921875,21.5465625,27
test_94,phi3,5,4,"background,method,objective,result",54,-30.390625,result,result,True,0.113,0.344,16,4.328125,8.97140625,58,2.921875,12.7578125,25,2.203125,1.87921875,34,,,0,70.359375,73.1259375,32
test_95,phi3,10,4,"background,method,objective,result",48,-28.328125,objective,objective,True,0.119,0.35,16,0.625,4.2521875,17,2.1875,15.98515625,86,12.484375,21.12359375,20,,,0,1.8125,14.3734375,38
test_96,phi3,6,3,"background,method,result",60,-36.59375,method,method,True,0.084,0.161,8,6.5,9.3703125,19,99.03125,99.2096875,59,,,0,,,0,-1.28125,-0.67375,15
test_97,phi3,6,3,"background,method,result",57,-34.8125,result,result,True,0.089,0.169,8,27.21875,39.1778125,53,-1.21875,9.4165625,35,,,0,,,0,51.9375,62.218125,56
test_99,phi3,6,3,"background,method,result",54,-25.828125,background,background,True,0.088,0.167,8,65.421875,71.18890625,48,57.796875,55.62453125,45,,,0,,,0,0.890625,10.8584375,29
test_100,phi3,4,2,"background,method",58,-26.265625,background,background,True,0.062,0.08,4,95.296875,99.325625,42,0.78125,5.90875,39,,,0,,,0,,,0
test_101,phi3,6,4,"background,method,objective,result",59,-30.515625,objective,objective,True,0.116,0.344,16,0.03125,4.020625,23,0.125,3.950625,29,30.109375,42.486875,62,,,0,19.109375,34.77625,56
test_102,phi3,5,3,"background,method,result",65,-33.1875,method,method,True,0.084,0.159,8,2.34375,9.2221875,11,102.4375,110.441875,71,,,0,,,0,1.6875,3.3984375,16
test_103,phi3,6,2,"background,objective",54,-32.75,background,background,True,0.066,0.084,4,49.3125,51.815,47,,,0,48.125,51.31,108,,,0,,,0
test_104,phi3,7,2,"background,objective",64,-28.3125,background,background,True,0.065,0.085,4,36.875,51.01,96,,,0,3.25,21.24,33,,,0,,,0
test_105,phi3,4,3,"method,objective,result",54,-31.40625,objective,objective,True,0.084,0.162,8,,,0,1.40625,6.2978125,23,109.21875,114.226875,38,,,0,0.625,0.8190625,22
test_106,phi3,4,2,"background,method",59,-47.90625,background,background,True,0.063,0.081,4,56.34375,67.9625,49,27.71875,42.50625,39,,,0,,,0,,,0
test_107,phi3,7,4,"background,method,objective,result",65,-36.59375,method,method,True,0.113,0.34,16,0.59375,6.75875,17,43.71875,52.1309375,86,3.65625,11.845,23,,,0,-1.65625,1.9215625,19
test_108,phi3,7,3,"background,method,result",60,-31.3125,method,method,True,0.094,0.179,8,-0.609375,3.13421875,32,46.3125,47.23546875,110,,,0,,,0,0.359375,-0.9946875,22
test_109,phi3,6,3,"background,method,result",60,-32.5,method,method,True,0.086,0.166,8,-0.1875,11.005,46,43.75,50.89625,37,,,0,,,0,40.125,43.84875,36
